url,lastmod,changefreq,priority
/customer-stories/assurance,2019-04-01,yearly,0.5
/partners,2019-04-01,monthly,0.2
/about,2019-04-01,monthly,0.2
/about/team,2019-04-01,monthly,0.2
/about/our-story,2019-04-01,monthly,0.2
/about/life-at-nitro,2019-04-01,monthly,0.2
/about/press,2019-04-01,monthly,0.2
/about/careers,2019-04-01,monthly,0.2
/about/contact,2019-04-01,monthly,0.2
/support,2019-04-01,monthly,0.2
/support/frequently-asked-questions,2019-04-01,monthly,0.2
/lib,2019-04-01,weekly,0.8
/lib/video/cutting-through-the-noise,2019-04-01,monthly,0.8
/lib/video/how-to-convert-pdf-files,2019-04-01,monthly,0.8
/lib/video/how-to-create-pdf-forms,2019-04-01,monthly,0.8
/lib/video/how-to-esign-pdf-files,2019-04-01,monthly,0.8
/lib/video/how-to-merge-pdf-files,2019-04-01,monthly,0.8
/lib/video/how-to-ocr-pdf-files,2019-04-01,monthly,0.8
/lib/video/how-to-redact-pdf-text,2019-04-01,monthly,0.8
/lib/video/how-to-use-pdf-outlook-plugin,2019-04-01,monthly,0.8
/lib/video/how-to-whiteout-pdf-text,2019-04-01,monthly,0.8
/lib/ebooks/a-modern-approach-to-replacing-software,2019-04-01,yearly,0.6
/lib/ebooks/adobe-software-audit-how-to-prepare-maintain-licensing-compliance-ebrief,2019-04-01,yearly,0.6
/lib/ebooks/aiim-paper-free-workplace-research,2019-04-01,yearly,0.6
/lib/ebooks/best-practices-for-transformational-healthcare,2019-04-01,yearly,0.6
/lib/ebooks/change-management-checklist,2019-04-01,yearly,0.6
/lib/ebooks/change-management-research,2019-04-01,yearly,0.6
/lib/ebooks/cio-document-standardization-strategy,2019-04-01,yearly,0.6
/lib/ebooks/cio-paperless-sustainability-through-digitization,2019-04-01,yearly,0.6
/lib/ebooks/electronic-signatures-for-all,2019-04-01,yearly,0.6
/lib/ebooks/four-simple-keys-to-successful-change-management,2019-04-01,yearly,0.6
/lib/ebooks/fulfilling-the-promise-of-the-digital-workplace,2019-04-01,yearly,0.6
/lib/ebooks/how-to-evaluate-document-productivity-software,2019-04-01,yearly,0.6
/lib/ebooks/impact-information-technology-on-business-when-aligned,2019-04-01,yearly,0.6
/lib/ebooks/it-managers-replacing-adobe-acrobat-with-alternative,2019-04-01,yearly,0.6
/lib/ebooks/nitro-challenges-adobe-document-productivity-platform,2019-04-01,yearly,0.6
/lib/infographic/2016-top-cio-priorities-trends,2019-04-01,yearly,0.6
/lib/infographic/adobe-acrobat-xi-eol,2019-04-01,yearly,0.6
/lib/infographic/adobe-software-audit-how-to-prepare-maintain-licensing-compliance-ebrief,2019-04-01,yearly,0.6
/lib/infographic/digital-workplace-challenges-smart-document-management,2019-04-01,yearly,0.6
/lib/infographic/how-electronic-document-management-affects-productivity-office,2019-04-01,yearly,0.6
/lib/infographic/paperless-office-still-not-there-2016,2019-04-01,yearly,0.6
/lib/infographic/sustainability-workplace-electronic-document-management,2019-04-01,yearly,0.6
/lib/infographic/workplace-digital-document-security-electronic-document-management,2019-04-01,yearly,0.6
/user-guide/pro/article/accessibility,2019-04-01,weekly,0.8
/user-guide/pro/article/activation,2019-04-01,weekly,0.8
/user-guide/pro/article/add-tools,2019-04-01,weekly,0.8
/user-guide/pro/article/add-a-stamp,2019-04-01,weekly,0.8
/user-guide/pro/article/add-a-link-to-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/add-a-simplified-field-notation,2019-04-01,weekly,0.8
/user-guide/pro/article/insert-add-image-to-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/add-or-edit-custom-calculation-javascript,2019-04-01,weekly,0.8
/user-guide/pro/article/add-or-edit-document-level-javascript,2019-04-01,weekly,0.8
/user-guide/pro/article/add-or-edit-folder-level-javascript,2019-04-01,weekly,0.8
/user-guide/pro/article/add-or-edit-notes-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/add-or-edit-text-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/adjust-the-zoom-level,2019-04-01,weekly,0.8
/user-guide/pro/article/align-form-fields-to-a-grid,2019-04-01,weekly,0.8
/user-guide/pro/article/alternatives-to-printing,2019-04-01,weekly,0.8
/user-guide/pro/article/annotate-with-text-mark-up-tools,2019-04-01,weekly,0.8
/user-guide/pro/article/annotation-layer-and-content-layer,2019-04-01,weekly,0.8
/user-guide/pro/article/app-object,2019-04-01,weekly,0.8
/user-guide/pro/article/appendix,2019-04-01,weekly,0.8
/user-guide/pro/article/arrange-images-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/assemble-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/attach-a-file-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/attach-files-as-annotations,2019-04-01,weekly,0.8
/user-guide/pro/article/automatic-page-number-links,2019-04-01,weekly,0.8
/user-guide/pro/article/batch-processing,2019-04-01,weekly,0.8
/user-guide/pro/article/bates-numbers,2019-04-01,weekly,0.8
/user-guide/pro/article/view-bookmarks-in-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/calculate-field-data,2019-04-01,weekly,0.8
/user-guide/pro/article/certificate-security,2019-04-01,weekly,0.8
/user-guide/pro/article/certify-pdf-files,2019-04-01,weekly,0.8
/user-guide/pro/article/change-the-page-view,2019-04-01,weekly,0.8
/user-guide/pro/article/change-image-color-space,2019-04-01,weekly,0.8
/user-guide/pro/article/color-object,2019-04-01,weekly,0.8
/user-guide/pro/article/combine-comments-from-multiple-files,2019-04-01,weekly,0.8
/user-guide/pro/article/combine-files-and-assemble-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/combine-merge-files-to-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/comments-pane,2019-04-01,weekly,0.8
/user-guide/pro/article/how-to-compare-pdf-files,2019-04-01,weekly,0.8
/user-guide/pro/article/compatibility-with-other-applications,2019-04-01,weekly,0.8
/user-guide/pro/article/console-object,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-microsoft-excel-file-to-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-microsoft-office-files-to-pdf-from-microsoft-office-applications,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-microsoft-outlook-emails-to-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-microsoft-excel,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-image,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-plain-text,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-microsoft-powerpoint,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-rich-text,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-pdf-to-microsoft-word,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-microsoft-word-file-to-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-microsoft-powerpoint-file-to-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/convert-from-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/copy-and-paste-javascripts,2019-04-01,weekly,0.8
/user-guide/pro/article/create-bookmarks-automatically,2019-04-01,weekly,0.8
/user-guide/pro/article/create-forms-in-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/create-multiple-fields-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-pdf-from-scanner,2019-04-01,weekly,0.8
/user-guide/pro/article/create-pdf-from-a-file,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-bookmark,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-check-box-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-combo-box-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-list-box-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-pdf-a-file,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-pdf-portfolio,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-pdf-document-from-any-file,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-pdf-from-clipboard-or-screen-captures,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-push-button-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-radio-button-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-text-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-digital-signature-field-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/create-a-barcode-field,2019-04-01,weekly,0.8
/user-guide/pro/article/create-keyword-links-automatically,2019-04-01,weekly,0.8
/user-guide/pro/article/create-web-links-from-urls,2019-04-01,weekly,0.8
/user-guide/pro/article/crop-or-resize-pdf-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/customize-signature-appearance,2019-04-01,weekly,0.8
/user-guide/pro/article/customize-the-user-interface,2019-04-01,weekly,0.8
/user-guide/pro/article/delete-an-image-from-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/delete-pages-from-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/digital-ids,2019-04-01,weekly,0.8
/user-guide/pro/article/digital-signature-timestamp,2019-04-01,weekly,0.8
/user-guide/pro/article/digital-signatures,2019-04-01,weekly,0.8
/user-guide/pro/article/how-to/digitally-sign-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/document-information-and-metadata,2019-04-01,weekly,0.8
/user-guide/pro/article/document-security,2019-04-01,weekly,0.8
/user-guide/pro/article/document-properties,2019-04-01,weekly,0.8
/user-guide/pro/article/edit-align-and-space-multiple-fields,2019-04-01,weekly,0.8
/user-guide/pro/article/how-to-edit-pdf-files,2019-04-01,weekly,0.8
/user-guide/pro/article/edit-a-bookmark,2019-04-01,weekly,0.8
/user-guide/pro/article/edit-a-link-in-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/embedded-fonts,2019-04-01,weekly,0.8
/user-guide/pro/article/event-object,2019-04-01,weekly,0.8
/user-guide/pro/article/evernote,2019-04-01,weekly,0.8
/user-guide/pro/article/explore-the-user-interface,2019-04-01,weekly,0.8
/user-guide/pro/article/extract-pdf-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/extract-all-images-from-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/extract-an-image-from-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/field-object,2019-04-01,weekly,0.8
/user-guide/pro/article/fill-out-and-save-forms-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/fonts,2019-04-01,weekly,0.8
/user-guide/pro/article/form-design,2019-04-01,weekly,0.8
/user-guide/pro/article/form-field-attributes,2019-04-01,weekly,0.8
/user-guide/pro/article/form-field-controls,2019-04-01,weekly,0.8
/user-guide/pro/article/getting-started,2019-04-01,weekly,0.8
/user-guide/pro/article/global-object,2019-04-01,weekly,0.8
/user-guide/pro/article/headers-and-footers,2019-04-01,weekly,0.8
/user-guide/pro/article/hide-or-show-all-comments,2019-04-01,weekly,0.8
/user-guide/pro/article/identity-object,2019-04-01,weekly,0.8
/user-guide/pro/article/image-optimization-settings,2019-04-01,weekly,0.8
/user-guide/pro/article/images,2019-04-01,weekly,0.8
/user-guide/pro/article/import-and-export-form-data,2019-04-01,weekly,0.8
/user-guide/pro/article/initial-view-properties,2019-04-01,weekly,0.8
/user-guide/pro/article/insert-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/integrated-pdf-creation,2019-04-01,weekly,0.8
/user-guide/pro/article/javascript,2019-04-01,weekly,0.8
/user-guide/pro/article/javascript-security,2019-04-01,weekly,0.8
/user-guide/pro/article/link-object,2019-04-01,weekly,0.8
/user-guide/pro/article/links,2019-04-01,weekly,0.8
/user-guide/pro/article/locate-javascripts,2019-04-01,weekly,0.8
/user-guide/pro/article/manage-digital-ids,2019-04-01,weekly,0.8
/user-guide/pro/article/manage-trusted-contacts,2019-04-01,weekly,0.8
/user-guide/pro/article/manage-and-view-comments,2019-04-01,weekly,0.8
/user-guide/pro/article/markup-with-drawing-tools,2019-04-01,weekly,0.8
/user-guide/pro/article/measure,2019-04-01,weekly,0.8
/user-guide/pro/article/microsoft-office-add-in-settings,2019-04-01,weekly,0.8
/user-guide/pro/article/microsoft-rms,2019-04-01,weekly,0.8
/user-guide/pro/article/minimize-the-ribbon,2019-04-01,weekly,0.8
/user-guide/pro/article/multiple-documents-in-parallel-view,2019-04-01,weekly,0.8
/user-guide/pro/article/navigation-panes,2019-04-01,weekly,0.8
/user-guide/pro/article/nitro-pdf-creator-preferences,2019-04-01,weekly,0.8
/user-guide/pro/article/nitro-pdf-web-browser-plugin,2019-04-01,weekly,0.8
/user-guide/pro/article/ocg-object,2019-04-01,weekly,0.8
/user-guide/pro/article/ocr,2019-04-01,weekly,0.8
/user-guide/pro/article/ocr-preferences,2019-04-01,weekly,0.8
/user-guide/pro/article/ocr-a-printed-document-with-create-pdf-from-scanner,2019-04-01,weekly,0.8
/user-guide/pro/article/ocr-an-existing-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/obtaining-help,2019-04-01,weekly,0.8
/user-guide/pro/article/open-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/online-storage-integrations,2019-04-01,weekly,0.8
/user-guide/pro/article/open-and-save-files-to-a-webdav-location,2019-04-01,weekly,0.8
/user-guide/pro/article/open-and-save-files-to-a-document-management-system-dms,2019-04-01,weekly,0.8
/user-guide/pro/article/optimize-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/output-pane,2019-04-01,weekly,0.8
/user-guide/pro/article/pdf-attachments-pane,2019-04-01,weekly,0.8
/user-guide/pro/article/pdf-to-word-and-rtf-export-settings,2019-04-01,weekly,0.8
/user-guide/pro/article/page-through-the-document,2019-04-01,weekly,0.8
/user-guide/pro/article/partner-plugins,2019-04-01,weekly,0.8
/user-guide/pro/article/password-security,2019-04-01,weekly,0.8
/user-guide/pro/article/permission-settings,2019-04-01,weekly,0.8
/user-guide/pro/article/preferences,2019-04-01,weekly,0.8
/user-guide/pro/article/preview-pdf-files,2019-04-01,weekly,0.8
/user-guide/pro/article/print-pdf-files,2019-04-01,weekly,0.8
/user-guide/pro/article/print-to-nitro-pdf-creator,2019-04-01,weekly,0.8
/user-guide/pro/article/product-tour,2019-04-01,weekly,0.8
/user-guide/pro/article/redaction,2019-04-01,weekly,0.8
/user-guide/pro/article/remove-metadata-from-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/reorder-pages-in-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/replace-an-image-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/reply-to-comment,2019-04-01,weekly,0.8
/user-guide/pro/article/reset-form-data,2019-04-01,weekly,0.8
/user-guide/pro/article/resize-and-crop-images-in-a-pdf,2019-04-01,weekly,0.8
/user-guide/pro/article/reuse-form-field-appearance-settings,2019-04-01,weekly,0.8
/user-guide/pro/article/review-and-comment,2019-04-01,weekly,0.8
/user-guide/pro/article/ribbon-shortcuts,2019-04-01,weekly,0.8
/user-guide/pro/article/rotate-pages-in-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/save-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/scanning-and-ocr,2019-04-01,weekly,0.8
/user-guide/pro/article/search-and-find-text,2019-04-01,weekly,0.8
/user-guide/pro/article/security,2019-04-01,weekly,0.8
/user-guide/pro/article/security-profiles,2019-04-01,weekly,0.8
/user-guide/pro/article/select-and-copy-text-and-images,2019-04-01,weekly,0.8
/user-guide/pro/article/send-pdf-documents-by-email,2019-04-01,weekly,0.8
/user-guide/pro/article/set-tab-order,2019-04-01,weekly,0.8
/user-guide/pro/article/show-or-hide-fields,2019-04-01,weekly,0.8
/user-guide/pro/article/sort-comments,2019-04-01,weekly,0.8
/user-guide/pro/article/split-pdf-by-page-ranges,2019-04-01,weekly,0.8
/user-guide/pro/article/split-pdf-into-bookmarks,2019-04-01,weekly,0.8
/user-guide/pro/article/split-pdf-into-groups-of-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/split-pdf-pages,2019-04-01,weekly,0.8
/user-guide/pro/article/stamp-your-signature-with-quicksign,2019-04-01,weekly,0.8
/user-guide/pro/article/submit-form-data,2019-04-01,weekly,0.8
/user-guide/pro/article/summarize-comments,2019-04-01,weekly,0.8
/user-guide/pro/article/support-tools,2019-04-01,weekly,0.8
/user-guide/pro/article/supported-javascript-objects,2019-04-01,weekly,0.8
/user-guide/pro/article/tasks-and-tools,2019-04-01,weekly,0.8
/user-guide/pro/article/text-boxes-and-call-outs,2019-04-01,weekly,0.8
/user-guide/pro/article/the-layers-pane,2019-04-01,weekly,0.8
/user-guide/pro/article/quick-access-toolbar,2019-04-01,weekly,0.8
/user-guide/pro/article/this-object,2019-04-01,weekly,0.8
/user-guide/pro/article/troubleshoot-ocr,2019-04-01,weekly,0.8
/user-guide/pro/article/undo-and-redo-actions,2019-04-01,weekly,0.8
/user-guide/pro/article/use-the-javascript-console,2019-04-01,weekly,0.8
/user-guide/pro/article/util-object,2019-04-01,weekly,0.8
/user-guide/pro/article/view-documents-in-multiple-windows,2019-04-01,weekly,0.8
/user-guide/pro/article/view-and-navigate-a-pdf-file,2019-04-01,weekly,0.8
/user-guide/pro/article/view-and-use-bookmarks,2019-04-01,weekly,0.8
/user-guide/pro/article/view-and-validate-certificates-and-signatures,2019-04-01,weekly,0.8
/user-guide/pro/article/view-output-and-javascript-errors,2019-04-01,weekly,0.8
/user-guide/pro/article/watermarks-and-backgrounds,2019-04-01,weekly,0.8
/user-guide/pro/article/welcome,2019-04-01,weekly,0.8
/user-guide/pro/article/whiteout,2019-04-01,weekly,0.8
/user-guide/pro/article/working-with-pdf-forms,2019-04-01,weekly,0.8
/user-guide/cloud/article/add-a-document,2019-04-01,monthly,0.6
/user-guide/cloud/article/combine-documents,2019-04-01,monthly,0.6
/user-guide/cloud/article/create-a-template,2019-04-01,monthly,0.6
/user-guide/cloud/article/create-a-nitro-cloud-account,2019-04-01,monthly,0.6
/user-guide/cloud/article/enforce-signing-order,2019-04-01,monthly,0.6
/user-guide/cloud/article/organize-pages,2019-04-01,monthly,0.6
/user-guide/cloud/article/request-a-signature,2019-04-01,monthly,0.6
/user-guide/cloud/article/request-a-signature-from-nitro-pro,2019-04-01,monthly,0.6
/user-guide/cloud/article/save-to-nitro-cloud,2019-04-01,monthly,0.6
/user-guide/cloud/article/share-from-nitro-pro,2019-04-01,monthly,0.6
/user-guide/cloud/article/use-a-template,2019-04-01,monthly,0.6
/user-guide/cloud/article/view-status,2019-04-01,monthly,0.6
/user-guide/admin/article/add-remove-licenses,2019-04-01,monthly,0.6
/user-guide/admin/article/add-remove-roles,2019-04-01,monthly,0.6
/user-guide/admin/article/delete-user,2019-04-01,monthly,0.6
/user-guide/admin/article/edit-users-profile,2019-04-01,monthly,0.6
/user-guide/admin/article/import-multiple-users,2019-04-01,monthly,0.6
/user-guide/admin/article/invite-a-single-user,2019-04-01,monthly,0.6
/user-guide/admin/article/managing-invites,2019-04-01,monthly,0.6
/user-guide/admin/article/reset-users-password,2019-04-01,monthly,0.6
/user-guide/admin/article/restore-user,2019-04-01,monthly,0.6
/user-guide/admin/article/set-team-contact,2019-04-01,monthly,0.6
/user-guide/admin/article/suspend-user,2019-04-01,monthly,0.6
